timestamp,agent.name,rule.description,rule.level,rule.id
"Sep 14, 2026 @ 09:18:43.793","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:18:42.757","Cyber-Window-cilent","Wazuh agent started.","3","503"
"Sep 14, 2026 @ 09:18:41.465","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:41.418","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:36.991","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:36.990","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:18:24.851","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:24.834","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:18:24.829","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:24.827","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:18:17.141","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:17.139","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:18:14.345","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:12.296","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:18:12.290","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:18:11.376","Cyber-DC","Summary event of the report's signatures.","4","60608"
"Sep 14, 2026 @ 09:18:09.674","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:18:03.591","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:17:56.651","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:17:56.634","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:17:56.624","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:17:52.492","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:17:52.416","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:17:25.369","Cyber-Window-cilent","System shutdown initiated.","3","67018"
"Sep 14, 2026 @ 09:17:25.155","Cyber-Window-cilent","Software protection service scheduled successfully.","3","60642"
"Sep 14, 2026 @ 09:17:17.084","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:17:17.083","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:17:05.706","Cyber-Window-cilent","The CVE-2024-43573 that affected Microsoft Windows 11 Enterprise Evaluation was solved due to an update in the agent or feed.","3","23502"
"Sep 14, 2026 @ 09:17:05.696","Cyber-Window-cilent","The CVE-2024-43572 that affected Microsoft Windows 11 Enterprise Evaluation was solved due to an update in the agent or feed.","3","23502"
"Sep 14, 2026 @ 09:17:03.723","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:59.626","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:52.678","Cyber-Window-cilent","Windows Eventlog error event","5","63102"
"Sep 14, 2026 @ 09:16:52.678","Cyber-Window-cilent","Windows Eventlog error event","5","63102"
"Sep 14, 2026 @ 09:16:52.547","Cyber-Window-cilent","Software protection service scheduled successfully.","3","60642"
"Sep 14, 2026 @ 09:16:41.616","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:32.767","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:32.672","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:32.662","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:27.479","Cyber-Window-cilent","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:27.477","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:27.463","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:27.462","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:25.019","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:25.003","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:24.922","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:24.922","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:24.057","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:22.896","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:22.398","Cyber-DC","Summary event of the report's signatures.","4","60608"
"Sep 14, 2026 @ 09:16:21.658","Cyber-Window-cilent","SLUI.exe launched.","3","60643"
"Sep 14, 2026 @ 09:16:20.601","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:20.095","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:16:20.094","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:16:19.416","Cyber-Window-cilent","Wazuh agent started.","3","503"
"Sep 14, 2026 @ 09:16:17.265","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:17.263","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:12.648","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:12.631","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:12.586","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:12.584","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:12.568","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:16:10.775","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:10.115","Cyber-DC","The database engine attached a database.","3","60798"
"Sep 14, 2026 @ 09:16:10.097","Cyber-DC","The database engine has completed recovery steps.","3","60809"
"Sep 14, 2026 @ 09:16:10.057","Cyber-DC","The database engine is replaying log file C:\Winnt\system32\wins\j50.log.","3","60808"
"Sep 14, 2026 @ 09:16:10.028","Cyber-DC","The database engine is replaying log file C:\Winnt\system32\wins\j50.log.","3","60808"
"Sep 14, 2026 @ 09:16:09.923","Cyber-DC","The database engine is initiating recovery steps.","3","60807"
"Sep 14, 2026 @ 09:16:09.922","Cyber-DC","The database engine is starting a new instance.","3","60805"
"Sep 14, 2026 @ 09:16:09.818","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:09.499","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:16:09.488","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:15:17.048","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:15:17.046","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:15:04.229","Cyber-Window-cilent","Wazuh agent started.","3","503"
"Sep 14, 2026 @ 09:15:00.861","Cyber-DC","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:15:00.848","Cyber-DC","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:15:00.847","Cyber-DC","Registry Value Entry Deleted.","5","751"
"Sep 14, 2026 @ 09:15:00.402","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:15:00.078","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:15:00.062","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:15:00.042","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:15:00.027","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:15:00.014","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:15:00.013","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.969","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.968","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.925","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.911","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.910","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.910","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.895","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.281","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.264","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.249","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.233","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.216","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.202","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.172","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.115","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.109","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.107","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.085","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.083","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.083","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.051","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.035","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:59.017","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:59.002","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:58.974","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:58.952","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:58.932","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:58.916","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:58.874","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:58.870","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:58.855","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:58.839","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:58.829","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:58.829","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:57.496","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:57.489","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:57.487","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:57.484","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:57.388","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:14:57.384","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:14:55.748","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.731","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.715","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.699","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.689","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.684","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.669","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.653","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.638","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.621","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.606","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:55.595","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:55.595","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.345","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.327","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.312","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:55.312","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:54.394","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:54.392","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:54.376","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:54.361","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:54.345","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:54.329","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:54.313","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:54.302","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:54.295","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:14:54.295","Cyber-DC","Registry Value Entry Added to the System","5","752"
"Sep 14, 2026 @ 09:14:47.200","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:14:25.449","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:14:16.987","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:14:16.985","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:14:03.651","Cyber-DC","New Windows Service Created","5","61138"
"Sep 14, 2026 @ 09:14:03.640","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:14:03.618","Cyber-DC","New Windows Service Created","5","61138"
"Sep 14, 2026 @ 09:14:03.618","Cyber-DC","Service startup type was changed","3","61104"
"Sep 14, 2026 @ 09:14:03.594","Cyber-DC","New Windows Service Created","5","61138"
"Sep 14, 2026 @ 09:13:55.783","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:54.496","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:52.560","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:45.035","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:13:43.888","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:43.845","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:43.830","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:43.817","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:43.798","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:43.767","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:43.757","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:43.750","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:41.133","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:37.367","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:37.327","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:35.049","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:30.201","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:30.200","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:27.260","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:24.280","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:24.272","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:24.260","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:24.247","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:24.229","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:16.919","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:16.919","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:11.808","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:13:01.072","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:13:01.068","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:12:41.515","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:12:41.457","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:12:30.618","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:12:30.617","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:12:16.871","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:12:16.870","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:11:39.859","Cyber-DC","Service startup type was changed","3","61104"
"Sep 14, 2026 @ 09:11:35.482","Cyber-Linux-cilent","Apparmor DENIED","3","52002"
"Sep 14, 2026 @ 09:11:35.467","Cyber-Linux-cilent","Apparmor DENIED","3","52002"
"Sep 14, 2026 @ 09:11:33.579","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:11:33.493","Cyber-Linux-cilent","Systemd: Service exited due to a failure.","5","40704"
"Sep 14, 2026 @ 09:11:33.374","Cyber-Linux-cilent","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 09:11:23.686","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:11:19.187","Cyber-Linux-cilent","Wazuh agent started.","3","503"
"Sep 14, 2026 @ 09:11:16.843","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:11:16.842","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:11:12.026","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:10:47.649","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:10:30.913","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:10:20.092","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:10:16.797","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:10:16.797","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:10:04.307","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:10:04.261","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:09:59.641","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:09:59.627","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:09:59.623","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:09:59.622","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:09:58.475","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:09:58.433","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:09:53.252","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:09:53.210","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:09:46.881","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:39.702","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:39.698","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:16.759","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:09:16.758","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:14.088","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:14.061","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:14.041","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:14.012","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.964","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.939","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.905","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.859","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:09:13.844","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.814","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.760","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.731","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:09:13.604","Cyber-DC","Service startup type was changed","3","61104"
"Sep 14, 2026 @ 09:09:03.857","Cyber-DC","Summary event of the report's signatures.","4","60608"
"Sep 14, 2026 @ 09:09:03.836","Cyber-DC","Summary event of the report's signatures.","4","60608"
"Sep 14, 2026 @ 09:09:02.193","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:09:02.155","Cyber-DC","Registry Key Entry Added to the System","5","598"
"Sep 14, 2026 @ 09:09:00.921","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:56.438","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:08:55.615","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 09:08:55.615","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 09:08:54.235","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:51.455","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:43.668","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:43.624","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:43.609","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:43.592","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:43.577","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:43.514","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:43.491","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:43.486","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.587","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:23.534","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:23.521","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.487","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.456","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.422","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:23.409","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.390","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:23.375","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.343","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:23.327","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.263","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:23.250","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.216","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.186","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.153","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:23.147","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:22.588","Cyber-DC","The database engine attached a database.","3","60798"
"Sep 14, 2026 @ 09:08:22.471","Cyber-DC","The database engine has completed recovery steps.","3","60809"
"Sep 14, 2026 @ 09:08:22.422","Cyber-DC","The database engine is replaying log file C:\Winnt\system32\wins\j50.log.","3","60808"
"Sep 14, 2026 @ 09:08:22.366","Cyber-DC","The database engine is initiating recovery steps.","3","60807"
"Sep 14, 2026 @ 09:08:22.366","Cyber-DC","The database engine is starting a new instance.","3","60805"
"Sep 14, 2026 @ 09:08:17.073","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:17.064","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:16.074","Cyber-DC","Summary event of the report's signatures.","4","60608"
"Sep 14, 2026 @ 09:08:15.942","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:08:15.926","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:15.897","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:15.891","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:15.887","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:08:15.884","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 09:07:30.842","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 09:07:16.676","Cyber-DC","Windows User Logoff","3","60137"
